Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2008,DOM,Both,45 - 54,970,866,700,1098
2008,DOM,Both,55 - 64,224,249,205,331
2008,DOM,Both,65+,103,87,70,116
2008,DOM,Both,All,16211,14801,12855,19008
2008,DOM,Females,0 - 14,1620,1551,1416,2187
2008,DOM,Females,15 - 24,2213,2417,1881,2888
2008,DOM,Females,25 - 34,2899,2739,2174,3328
2008,DOM,Females,35 - 44,1662,1164,949,1478
2008,ECU,Females,0 - 14,5017,2174,1985,3044
2008,ECU,Females,15 - 24,4594,3495,2957,4499
2008,DOM,Females,All,9156,8587,6909,10338
2008,ECU,Females,35 - 44,1754,1529,1244,1927
2008,FRA,Females,0 - 14,524,572,479,757
2008,FRA,Females,15 - 24,1115,1131,849,1326
2008,FRA,Females,25 - 34,1275,1235,1102,1710
2008,FRA,Females,35 - 44,485,572,427,677
2008,FRA,Females,45 - 54,281,394,249,400
2008,FRA,Females,55 - 64,346,350,237,380
2008,FRA,Females,65+,263,286,288,461
2008,FRA,Both,All,8898,9370,8104,12088
2008,FRA,Females,All,4292,4508,4042,6112
2008,FRA,Males,15 - 24,784,935,771,1206
2008,FRA,Males,25 - 34,1408,1360,1186,1838
2008,FRA,Males,35 - 44,772,755,564,888
2008,FRA,Males,45 - 54,391,476,337,536
2008,FRA,Males,55 - 64,372,373,274,438
2008,FRA,Males,65+,288,302,295,472
2008,ECU,Females,25 - 34,3051,3562,2879,4383
2008,FRA,Males,0 - 14,588,567,484,766
2008,FRA,Both,65+,551,641,642,1009
2008,FRA,Males,All,4606,4827,4195,6339
2008,FRA,Both,45 - 54,673,935,567,893
2008,FRA,Both,55 - 64,720,772,576,907
2008,ECU,Females,55 - 64,287,265,192,309
2008,ECU,Females,65+,89,103,105,172
2008,ECU,Females,All,15631,12219,9786,14544
2008,ECU,Males,0 - 14,5258,2390,1860,2856
2008,ECU,Males,15 - 24,5467,3382,2655,4049
2008,ECU,Males,25 - 34,3342,3163,2609,3979
2008,ECU,Males,35 - 44,1800,1482,1081,1679
2008,ECU,Females,45 - 54,839,705,649,1019
2008,ECU,Males,55 - 64,191,137,118,193
2008,ECU,Males,65+,54,49,53,88
2008,ECU,Males,All,16833,10544,8495,12659
2008,FRA,Both,0 - 14,1114,1212,949,1478
2008,FRA,Both,15 - 24,1900,2153,1674,2576
2008,FRA,Both,25 - 34,2684,2701,2466,3765
2008,FRA,Both,35 - 44,1257,1349,1068,1660
2008,ECU,Males,45 - 54,723,534,428,677
2009,PER,Males,35 - 44,963,976,752,1177
2009,PER,Males,45 - 54,360,423,262,420
2009,PER,Males,55 - 64,128,125,90,148
2009,PER,Males,65+,169,107,99,161
2009,PER,Males,All,5858,5033,4196,6339
2009,PRT,Both,0 - 14,843,1024,772,1208
2009,PRT,Females,25 - 34,844,942,742,1162
2009,PRT,Both,15 - 24,1455,1579,1262,1954
2009,PRT,Both,55 - 64,369,391,321,512
2009,PRT,Both,35 - 44,1620,1656,1322,2044
2009,PRT,Both,45 - 54,972,923,748,1171
2009,PRT,Both,65+,247,227,160,260
2009,PRT,Both,All,7885,8995,6148,9219
2009,PRT,Females,0 - 14,409,399,331,528
2009,PRT,Females,15 - 24,715,693,595,936
2009,PER,Males,25 - 34,1666,1598,1159,1798
2009,PRT,Both,25 - 34,2378,2358,2279,3486
2009,PER,Males,15 - 24,1132,1194,839,1310
2009,PER,Females,0 - 14,1389,1255,831,1298
2009,PER,Females,All,7806,7068,6103,9154
2009,PRT,Females,35 - 44,425,528,398,632
2009,PRY,Males,All,3040,3466,2916,4438
2009,PER,Both,0 - 14,2831,2382,1659,2554
2009,PER,Both,15 - 24,2608,2812,1928,2959
2009,PER,Both,25 - 34,4161,3517,2752,4193
2009,PER,Both,35 - 44,2297,2188,1698,2613
2009,PER,Both,45 - 54,954,1007,688,1078
2009,PER,Males,0 - 14,1441,1110,820,1281
2009,PER,Both,55 - 64,401,366,300,479
2009,PER,Both,All,13664,12610,9934,14760
2009,PER,Females,15 - 24,1477,1683,1167,1810
2009,PER,Females,25 - 34,2496,2215,1919,2945
2009,PER,Females,35 - 44,1334,1227,1041,1618
2009,PER,Females,45 - 54,594,608,455,720
2009,PER,Females,55 - 64,272,239,168,272
2009,PER,Females,65+,243,189,141,228
2009,PER,Both,65+,412,315,258,414
2009,PRT,Females,45 - 54,281,305,248,398
2009,MAR,Females,55 - 64,505,462,345,549
2009,PRT,Females,65+,134,111,85,139
2009,ROU,Females,45 - 54,2267,1987,1760,2706
2009,ROU,Females,55 - 64,1139,1072,1105,1716
2009,ROU,Females,65+,375,322,275,440
2009,ROU,Females,All,23822,25906,22248,32564
2009,ROU,Males,0 - 14,3185,3482,3482,5281
2009,ROU,Males,15 - 24,6466,6761,5563,8359
2009,ROU,Males,25 - 34,5300,6253,5025,7566
2009,ROU,Females,35 - 44,3471,3196,3315,5032
2009,ROU,Males,35 - 44,2985,3797,3171,4818
2009,ROU,Males,55 - 64,629,680,502,793
2009,ROU,Males,65+,174,187,127,207
2009,ROU,Males,All,20256,25644,20886,30607
2009,RUS,Both,0 - 14,1152,1058,921,1435
2009,RUS,Both,15 - 24,848,785,627,986
2009,RUS,Both,25 - 34,1170,1113,876,1367
2009,RUS,Both,35 - 44,889,1063,757,1185
2009,ROU,Males,45 - 54,1515,1746,1360,2102
2009,ROU,Females,25 - 34,4916,6753,5786,8686
2009,ROU,Females,15 - 24,8434,6997,6407,9601
2009,ROU,Females,0 - 14,3220,3260,2787,4245
2009,PRT,Females,All,2924,3659,2686,4095
2009,PRT,Males,0 - 14,433,610,473,747
2009,PRT,Males,15 - 24,742,877,686,1075
2009,PRT,Males,25 - 34,1533,1535,1379,2131
2009,PRT,Males,35 - 44,1196,1112,958,1492
2009,PRT,Males,45 - 54,691,546,520,820
2009,PRT,Males,55 - 64,253,184,193,311
2009,PRT,Males,65+,113,90,68,113
2009,PRT,Males,All,4961,5139,4214,6366
2009,ROU,Both,0 - 14,6407,6477,5838,8763
2009,ROU,Both,15 - 24,14901,13685,10551,15659
2009,ROU,Both,25 - 34,10216,12909,10579,15700
2009,ROU,Both,35 - 44,6456,6747,6882,10297
2009,ROU,Both,45 - 54,3782,3482,3293,5000
2009,ROU,Both,55 - 64,1768,1697,1666,2565
2009,ROU,Both,65+,550,586,433,687
2009,ROU,Both,All,44079,48930,41755,60428
2009,PRT,Females,55 - 64,116,148,115,188
2009,PRY,Males,65+,8,8,8,14
2009,MAR,Females,65+,411,346,217,348
2009,PRY,Males,45 - 54,137,140,128,208
2009,NIC,Females,35 - 44,449,433,287,460
2009,NIC,Females,45 - 54,162,152,106,173
2009,NIC,Females,55 - 64,24,37,17,29
2009,NIC,Females,65+,4,5,4,6
2009,NIC,Females,All,1873,2280,1563,2409
2009,NIC,Males,0 - 14,80,99,59,97
2009,NIC,Males,15 - 24,118,127,117,191
2009,NIC,Females,25 - 34,756,827,685,1074
2009,NIC,Males,25 - 34,180,207,158,257
2009,NIC,Males,45 - 54,22,22,19,32
2009,NIC,Males,55 - 64,3,5,3,5
2009,NIC,Males,65+,2,1,1,1
2009,NIC,Males,All,480,643,478,756
2009,PAK,Both,0 - 14,1013,1729,1208,1872
2009,PAK,Both,15 - 24,1730,2323,1725,2653
2009,PAK,Both,25 - 34,2214,3191,2520,3846
2009,NIC,Males,35 - 44,74,74,56,94
2009,NIC,Females,15 - 24,390,434,404,641
2009,NIC,Females,0 - 14,88,134,116,189
2009,NIC,Both,All,2354,2808,2107,3227
2009,RUS,Both,45 - 54,727,732,530,836
2009,MAR,Females,All,21755,15031,15709,23141
2009,MAR,Males,0 - 14,4751,3273,3323,5044
2009,MAR,Males,15 - 24,5410,4764,4009,6062
2009,MAR,Males,25 - 34,6806,6284,5118,7703
2009,MAR,Males,35 - 44,2960,2672,2173,3327
2009,MAR,Males,45 - 54,870,936,740,1158
2009,MAR,Males,55 - 64,332,406,358,569
2009,MAR,Males,65+,292,287,181,292
2009,MAR,Males,All,21422,18905,16190,23836
2009,NIC,Both,0 - 14,168,291,190,306
2009,NIC,Both,15 - 24,508,659,514,811
2009,NIC,Both,25 - 34,937,1124,828,1294
2009,NIC,Both,35 - 44,523,470,350,558
2009,NIC,Both,45 - 54,184,167,126,206
2009,NIC,Both,55 - 64,27,40,20,34
2009,NIC,Both,65+,6,7,4,7
2009,PAK,Both,35 - 44,1093,1457,1158,1796
2009,PRY,Males,55 - 64,25,40,33,55
2009,PAK,Both,45 - 54,323,496,474,750
2009,PAK,Both,65+,10,17,11,19
2009,PRY,Both,45 - 54,646,739,556,876
2009,PRY,Both,55 - 64,203,243,166,269
2009,PRY,Both,65+,51,44,43,73
2009,PRY,Both,All,10765,10720,9798,14562
2009,PRY,Females,0 - 14,585,952,763,1193
2009,PRY,Females,15 - 24,2699,2362,2219,3396
2009,PRY,Females,25 - 34,2687,2373,2327,3557
2009,PRY,Both,35 - 44,1409,1504,1090,1692
2009,PRY,Females,35 - 44,1024,911,853,1332
2009,PRY,Females,55 - 64,178,220,134,217
2009,PRY,Females,65+,43,42,35,58
2009,PRY,Females,All,7725,7591,7329,10953
2009,PRY,Males,0 - 14,510,563,475,751
2009,PRY,Males,15 - 24,797,1040,815,1274
2009,PRY,Males,25 - 34,1180,1240,892,1391
2009,PRY,Males,35 - 44,384,359,308,491
2009,PRY,Females,45 - 54,509,593,492,777
2009,PRY,Both,25 - 34,3867,3829,3276,4975
2009,PRY,Both,15 - 24,3495,3467,3161,4803
2009,PRY,Both,0 - 14,1094,1386,1194,1851
2009,PAK,Both,All,6425,8116,6113,9168
2009,PAK,Females,0 - 14,399,446,387,614
2009,PAK,Females,15 - 24,258,526,461,729
2009,PAK,Females,25 - 34,286,738,580,913
2009,PAK,Females,35 - 44,221,290,246,394
2009,PAK,Females,45 - 54,85,101,103,168
2009,PAK,Females,55 - 64,13,17,19,32
2009,PAK,Females,65+,6,6,4,8
2009,PAK,Females,All,1272,2172,1502,2317
2009,PAK,Males,0 - 14,614,1139,994,1546
2009,PAK,Males,15 - 24,1472,1664,1468,2266
2009,PAK,Males,25 - 34,1927,2358,1964,3013
2009,PAK,Males,35 - 44,870,1095,825,1289
2009,PAK,Males,45 - 54,237,364,308,492
2009,PAK,Males,55 - 64,29,51,34,57
2009,PAK,Males,65+,4,8,6,11
2009,PAK,Males,All,5153,5438,4422,6675
2009,PAK,Both,55 - 64,42,71,56,94
2009,RUS,Both,65+,149,155,118,193
2009,UKR,Females,65+,72,67,49,82
2009,RUS,Females,0 - 14,532,565,472,746
2009,GBR,Females,All,8625,8493,6891,10310
2009,GBR,Males,0 - 14,986,963,703,1102
2009,GBR,Males,15 - 24,461,620,524,827
2009,GBR,Males,25 - 34,1110,1278,972,1513
2009,GBR,Males,35 - 44,1395,1389,980,1525
2009,GBR,Males,45 - 54,1510,1509,1246,1930
2009,GBR,Males,55 - 64,2301,2205,1712,2634
2009,GBR,Females,65+,1013,1325,933,1454
2009,GBR,Males,65+,1549,1161,1113,1727
2009,USA,Both,0 - 14,636,657,480,758
2009,USA,Both,15 - 24,852,996,758,1186
2009,USA,Both,25 - 34,796,978,753,1178
2009,USA,Both,35 - 44,489,432,354,563
2009,USA,Both,45 - 54,302,281,242,388
2009,USA,Both,55 - 64,220,207,154,250
2009,USA,Both,65+,196,179,134,218
2009,GBR,Males,All,9313,9703,7317,10935
2009,USA,Both,All,3492,3632,2892,4402
2009,GBR,Females,55 - 64,2222,2177,1571,2421
2009,GBR,Females,35 - 44,1232,1038,861,1344
2009,UKR,Males,35 - 44,260,279,275,441
2009,UKR,Males,45 - 54,177,175,155,252
2009,UKR,Males,55 - 64,56,60,57,95
2009,UKR,Males,65+,28,18,16,28
2009,UKR,Males,All,1837,1869,1563,2409
2009,GBR,Both,0 - 14,1989,1855,1456,2248
2009,GBR,Both,15 - 24,1128,1381,1073,1666
2009,GBR,Females,45 - 54,1363,1451,1106,1717
2009,GBR,Both,25 - 34,2236,2767,1980,3037
2009,GBR,Both,45 - 54,2872,3130,2332,3565
2009,GBR,Both,55 - 64,4525,4640,3289,4994
2009,GBR,Both,65+,2563,2527,2110,3232
2009,GBR,Both,All,17938,19149,14587,21518
2009,GBR,Females,0 - 14,1004,874,676,1061
2009,GBR,Females,15 - 24,666,745,516,814
2009,GBR,Females,25 - 34,1124,1234,944,1470
2009,GBR,Both,35 - 44,2626,2490,1886,2896
2009,USA,Females,0 - 14,315,304,220,353
2009,USA,Females,15 - 24,492,492,368,585
2009,USA,Females,25 - 34,454,516,362,575
2009,VEN,Females,0 - 14,379,427,346,551
2009,VEN,Females,15 - 24,591,656,493,779
2009,VEN,Females,25 - 34,1131,1116,844,1318
2009,VEN,Females,35 - 44,491,575,339,541
2009,VEN,Females,45 - 54,335,357,232,373
2009,VEN,Females,55 - 64,284,281,170,275
2009,VEN,Females,65+,152,176,125,203
2009,VEN,Both,All,5736,6448,5878,8821
2009,VEN,Females,All,3364,3282,3011,4579
2009,VEN,Males,15 - 24,497,498,379,602
2009,VEN,Males,25 - 34,856,875,686,1077
2009,VEN,Males,35 - 44,333,378,297,475
2009,VEN,Males,45 - 54,155,215,129,210
2009,VEN,Males,55 - 64,107,110,79,129
2009,VEN,Males,65+,60,63,50,83
2009,VEN,Males,All,2372,2686,2317,3542
2009,VEN,Males,0 - 14,362,387,284,455
2009,VEN,Both,65+,212,221,170,275
2009,VEN,Both,55 - 64,392,399,247,397
2009,VEN,Both,45 - 54,491,582,391,621
2009,USA,Females,35 - 44,219,216,169,274
2009,USA,Females,45 - 54,114,139,103,168
2009,USA,Females,55 - 64,97,94,67,111
2009,USA,Females,65+,79,81,60,100
2009,USA,Females,All,1773,2003,1405,2170
2009,USA,Males,0 - 14,320,328,237,381
2009,USA,Males,15 - 24,359,423,336,535
2009,USA,Males,25 - 34,342,468,335,534
2009,USA,Males,35 - 44,268,227,174,281
2009,USA,Males,45 - 54,187,147,122,198
2009,USA,Males,55 - 64,123,101,78,128
2009,USA,Males,65+,117,76,61,102
2009,USA,Males,All,1719,1871,1501,2316
2009,VEN,Both,0 - 14,744,765,679,1065
2009,VEN,Both,15 - 24,1087,1172,998,1552
2009,VEN,Both,25 - 34,1987,2034,1776,2730
2009,VEN,Both,35 - 44,823,1018,735,1151
2009,UKR,Males,25 - 34,441,459,351,559
2009,RUS,Both,All,5288,5794,4005,6057
2009,UKR,Males,15 - 24,413,436,351,559
2009,UKR,Females,All,2913,2810,2529,3859
2009,RUS,Females,15 - 24,621,521,472,747
2009,RUS,Females,25 - 34,929,841,659,1035
2009,RUS,Females,35 - 44,563,662,495,783
2009,RUS,Females,45 - 54,450,448,371,590
2009,RUS,Females,55 - 64,233,246,213,343
2009,RUS,Females,65+,105,118,98,160
2009,RUS,Females,All,3434,4086,3116,4735
2009,RUS,Males,0 - 14,620,460,508,802
2009,RUS,Males,25 - 34,240,327,238,383
2009,RUS,Males,35 - 44,326,386,244,391
2009,RUS,Males,45 - 54,278,266,153,248
2009,RUS,Males,55 - 64,119,93,74,122
2009,RUS,Males,65+,44,37,28,47
2009,RUS,Males,All,1854,2013,1378,2130
2009,RUS,Males,15 - 24,225,265,173,279
2009,UKR,Both,0 - 14,876,676,575,905
2009,UKR,Both,15 - 24,1120,1055,905,1411
2009,UKR,Both,25 - 34,1113,1169,873,1362
2009,UKR,Both,35 - 44,732,851,619,972
2009,UKR,Both,45 - 54,557,519,472,747
2009,UKR,Both,55 - 64,252,246,209,337
2009,UKR,Both,All,4751,4749,3992,6038
2009,UKR,Females,0 - 14,413,365,371,590
2009,UKR,Females,15 - 24,708,684,607,954
2009,UKR,Females,25 - 34,672,745,552,871
2009,UKR,Females,35 - 44,473,447,375,595
2009,UKR,Females,45 - 54,380,334,293,468
2009,UKR,Females,55 - 64,195,205,128,209
2009,UKR,Both,65+,100,81,72,118
2009,UKR,Males,0 - 14,462,346,243,389
2009,MAR,Females,45 - 54,963,960,732,1147
2009,RUS,Both,55 - 64,353,346,264,423
2009,MAR,Females,25 - 34,6297,5344,4567,6888
2009,CHN,Both,All,11881,10964,9432,14028
2009,CHN,Females,0 - 14,1142,1026,902,1407
2009,CHN,Females,15 - 24,1733,1771,1519,2343
2009,CHN,Females,25 - 34,1642,1441,1195,1852
2009,CHN,Females,35 - 44,1013,882,684,1073
2009,CHN,Females,45 - 54,328,403,327,521
2009,CHN,Females,55 - 64,162,200,141,230
2009,CHN,Both,65+,191,169,133,216
2009,CHN,Females,65+,87,93,79,129
2009,CHN,Males,0 - 14,1247,1489,1048,1629
2009,CHN,Males,15 - 24,1529,1747,1359,2100
2009,CHN,Males,25 - 34,1439,1397,1185,1836
2009,CHN,Males,35 - 44,1021,894,750,1175
2009,CHN,Males,45 - 54,329,371,283,453
2009,CHN,Males,55 - 64,103,166,108,176
2009,CHN,Males,65+,104,73,60,100
2009,CHN,Females,All,6109,6273,4895,7373
2009,CHN,Males,All,5772,5956,4973,7488
2009,CHN,Both,55 - 64,265,322,279,446
2009,CHN,Both,35 - 44,2034,1763,1365,2110
2009,BGR,Females,35 - 44,646,688,487,769
2009,BGR,Females,45 - 54,454,507,347,552
2009,BGR,Females,55 - 64,263,254,224,361
2009,BGR,Females,65+,125,106,93,152
2009,BGR,Females,All,3820,4076,2915,4436
2009,BGR,Males,0 - 14,521,625,440,697
2009,BGR,Males,15 - 24,999,892,754,1180
2009,CHN,Both,45 - 54,658,700,628,987
2009,BGR,Males,25 - 34,977,999,963,1499
2009,BGR,Males,45 - 54,438,444,350,558
2009,BGR,Males,55 - 64,187,188,146,237
2009,BGR,Males,65+,55,55,46,77
2009,BGR,Males,All,3860,3888,3261,4952
2009,CHN,Both,0 - 14,2388,2316,1836,2820
2009,CHN,Both,15 - 24,3262,3397,2660,4056
2009,CHN,Both,25 - 34,3080,2788,2338,3574
2009,BGR,Males,35 - 44,682,718,654,1027
2009,COL,Both,0 - 14,4795,3886,3381,5131
2009,COL,Both,15 - 24,4776,5199,4380,6613
2009,COL,Both,25 - 34,5583,6551,5465,8214
2009,CUB,Both,0 - 14,720,670,592,932
2009,CUB,Both,15 - 24,940,1035,849,1325
2009,CUB,Both,25 - 34,1354,1427,1182,1833
2009,CUB,Both,35 - 44,1197,1265,1014,1577
2009,CUB,Both,45 - 54,656,799,688,1078
2009,CUB,Both,55 - 64,472,475,401,637
2009,CUB,Both,65+,295,319,320,510
2009,COL,Males,All,9048,8712,6771,10135
2009,CUB,Both,All,5634,5607,5164,7771
2009,CUB,Females,15 - 24,588,605,427,677
2009,CUB,Females,25 - 34,785,734,617,970
2009,CUB,Females,35 - 44,604,622,528,833
2009,CUB,Females,45 - 54,373,418,386,613
2009,CUB,Females,55 - 64,308,270,252,404
2009,CUB,Females,65+,192,193,187,302
2009,CUB,Females,All,3198,3227,2799,4263
2009,CUB,Females,0 - 14,346,336,293,469
2009,COL,Males,65+,92,99,68,112
2009,COL,Males,55 - 64,163,159,170,275
2009,COL,Males,45 - 54,553,592,486,768
2009,COL,Both,35 - 44,2981,3654,2985,4541
2009,COL,Both,45 - 54,1387,1728,1333,2061
2009,COL,Both,55 - 64,533,501,575,906
2009,COL,Both,65+,352,341,255,408
2009,COL,Both,All,20409,20819,17096,25145
2009,COL,Females,0 - 14,2336,1892,1985,3044
2009,COL,Females,15 - 24,2580,2536,2340,3577
2009,COL,Females,25 - 34,3334,3388,2970,4518
2009,COL,Females,35 - 44,1647,1969,1505,2321
2009,COL,Females,45 - 54,834,944,755,1181
2009,COL,Females,55 - 64,369,339,361,574
2009,COL,Females,65+,260,251,194,314
2009,COL,Females,All,11361,12678,8602,12816
2009,COL,Males,0 - 14,2458,1884,1551,2391
2009,COL,Males,15 - 24,2197,2144,1794,2758
2009,COL,Males,25 - 34,2249,2715,2244,3434
2009,COL,Males,35 - 44,1335,1298,1405,2171
2009,BGR,Females,25 - 34,900,1007,791,1237
2009,BGR,Females,15 - 24,942,934,739,1157
2009,BGR,Females,0 - 14,489,593,452,715
2009,BGR,Both,All,7680,7556,6598,9881
2009,DZA,Males,65+,35,32,26,45
2009,DZA,Males,All,2576,2427,2176,3331
2009,ARG,Both,0 - 14,955,1006,753,1179
2009,ARG,Both,15 - 24,1090,1146,836,1306
2009,ARG,Both,25 - 34,2417,2053,1466,2262
2009,ARG,Both,35 - 44,901,1036,784,1226
2009,ARG,Both,45 - 54,483,475,388,616
2009,DZA,Males,55 - 64,83,85,73,121
2009,ARG,Both,55 - 64,434,373,289,462
2009,ARG,Both,All,6676,6975,5254,7903
2009,ARG,Females,0 - 14,482,543,352,560
2009,ARG,Females,15 - 24,575,600,480,758
2009,ARG,Females,25 - 34,1189,1125,781,1221
2009,ARG,Females,35 - 44,458,520,375,596
2009,ARG,Females,45 - 54,275,240,186,300
2009,ARG,Females,55 - 64,292,207,167,270
2009,ARG,Both,65+,394,356,250,401
2009,DZA,Males,45 - 54,172,169,139,226
2009,DZA,Males,35 - 44,498,472,319,509
2009,DZA,Males,25 - 34,908,932,612,963
2009,DZA,Both,15 - 24,888,860,729,1141
2009,DZA,Both,25 - 34,1532,1418,1077,1673
2009,DZA,Both,35 - 44,707,658,540,851
2009,DZA,Both,45 - 54,284,252,248,397
2009,DZA,Both,55 - 64,137,126,127,207
2009,DZA,Both,65+,66,60,53,89
2009,DZA,Both,All,4314,3339,3578,5423
2009,DZA,Females,0 - 14,315,313,230,370
2009,DZA,Females,15 - 24,391,417,258,414
2009,DZA,Females,25 - 34,625,608,362,576
2009,DZA,Females,35 - 44,208,246,169,273
2009,DZA,Females,45 - 54,111,105,82,134
2009,DZA,Females,55 - 64,54,54,44,74
2009,DZA,Females,65+,31,27,19,33
2009,DZA,Females,All,1737,1646,1431,2210
2009,DZA,Males,0 - 14,383,409,343,547
2009,DZA,Males,15 - 24,496,537,423,670
2009,ARG,Females,65+,269,236,171,276
2009,CUB,Males,0 - 14,373,370,293,469
2009,ARG,Females,All,3540,3760,2615,3989
2009,ARG,Males,15 - 24,516,559,413,655
2009,BRA,Females,All,6669,5932,5416,8141
2009,BRA,Males,0 - 14,905,814,790,1236
2009,BRA,Males,15 - 24,1030,1476,1106,1716
2009,BRA,Males,25 - 34,1207,1358,1200,1859
2009,BRA,Males,35 - 44,459,552,500,789
2009,BRA,Males,45 - 54,150,193,135,219
2009,BRA,Males,55 - 64,40,52,50,84
2009,BRA,Females,65+,63,47,45,75
2009,BRA,Males,65+,12,17,15,26
2009,BGR,Both,0 - 14,1011,1155,911,1420
2009,BGR,Both,15 - 24,1940,1698,1558,2402
2009,BGR,Both,25 - 34,1879,1875,1752,2695
2009,BGR,Both,35 - 44,1328,1418,1253,1940
2009,BGR,Both,45 - 54,890,994,787,1231
2009,BGR,Both,55 - 64,452,470,400,635
2009,BGR,Both,65+,180,170,140,228
2009,BRA,Males,All,3804,4027,3505,5315
2009,BRA,Females,55 - 64,161,159,126,205
2009,BRA,Females,45 - 54,419,445,300,480
2009,BRA,Females,35 - 44,982,954,785,1228
2009,ARG,Males,25 - 34,1228,1008,685,1074
2009,ARG,Males,35 - 44,444,621,372,591
2009,ARG,Males,45 - 54,208,268,180,290
2009,ARG,Males,55 - 64,141,140,127,207
2009,ARG,Males,65+,125,131,101,166
2009,ARG,Males,All,3136,2982,2538,3874
2009,BRA,Both,0 - 14,1910,1813,1513,2334
2009,BRA,Both,15 - 24,2608,3240,2195,3360
2009,BRA,Both,25 - 34,3668,3673,3410,5174
2009,BRA,Both,35 - 44,1441,1518,1428,2205
2009,BRA,Both,45 - 54,569,578,423,671
2009,BRA,Both,55 - 64,201,189,181,292
2009,BRA,Both,65+,75,64,59,98
2009,BRA,Both,All,10473,10043,8954,13331
2009,BRA,Females,0 - 14,1006,967,988,1538
2009,BRA,Females,15 - 24,1578,1633,1390,2148
2009,BRA,Females,25 - 34,2459,2320,1853,2845
2009,ARG,Males,0 - 14,474,504,377,599
2009,CUB,Males,15 - 24,352,472,392,622
2009,DZA,Both,0 - 14,700,671,638,1003
2009,CUB,Males,25 - 34,569,691,484,765
2009,HND,Both,15 - 24,1032,1172,869,1356
2009,HND,Both,25 - 34,1274,1142,1168,1812
2009,HND,Both,35 - 44,567,522,439,696
2009,HND,Both,45 - 54,230,212,165,268
2009,HND,Both,55 - 64,64,77,49,82
2009,HND,Both,65+,26,30,22,38
2009,HND,Both,All,3695,4169,3246,4929
2009,HND,Both,0 - 14,502,622,461,729
2009,HND,Females,0 - 14,266,329,270,432
2009,HND,Females,25 - 34,998,842,921,1436
2009,HND,Females,35 - 44,473,441,338,539
2009,HND,Females,45 - 54,192,193,128,209
2009,HND,Females,55 - 64,51,67,36,60
2009,HND,Females,65+,22,26,16,27
2009,HND,Females,All,2772,3367,2379,3635
2009,HND,Males,0 - 14,234,213,154,250
2009,HND,Females,15 - 24,770,844,675,1058
2009,HND,Males,15 - 24,262,297,245,393
2009,DEU,Males,All,4564,4241,3315,5032
2009,DEU,Males,55 - 64,664,542,458,724
2009,DEU,Both,55 - 64,1310,1105,985,1534
2009,DEU,Both,65+,1500,1228,1061,1648
2009,DEU,Both,All,9268,8417,6761,10120
2009,DEU,Females,0 - 14,404,420,254,407
2009,DEU,Females,15 - 24,725,689,448,709
2009,DEU,Females,25 - 34,1099,883,744,1166
2009,DEU,Females,35 - 44,590,562,481,761
2009,DEU,Males,65+,824,605,463,732
2009,DEU,Females,45 - 54,565,514,438,694
2009,DEU,Females,65+,676,623,491,776
2009,DEU,Females,All,4703,4146,3311,5026
2009,DEU,Males,0 - 14,395,398,283,453
2009,DEU,Males,15 - 24,355,512,471,745
2009,DEU,Males,25 - 34,833,757,744,1165
2009,DEU,Males,35 - 44,820,676,535,844
2009,DEU,Males,45 - 54,672,629,511,806
2009,DEU,Females,55 - 64,646,522,482,761
2009,HND,Males,25 - 34,275,259,241,387
2009,HND,Males,35 - 44,94,108,87,142
2009,HND,Males,45 - 54,38,42,28,47
2009,ITA,Males,25 - 34,2740,2197,2121,3248
2009,ITA,Males,35 - 44,1136,1027,779,1219
2009,ITA,Males,45 - 54,510,486,410,650
2009,ITA,Males,55 - 64,300,284,226,364
2009,ITA,Males,65+,251,255,161,261
2009,ITA,Males,All,6550,5680,5324,8007
2009,MAR,Both,0 - 14,8699,6363,5402,8122
2009,ITA,Males,15 - 24,1154,976,842,1315
2009,MAR,Both,15 - 24,12395,10305,8902,13254
2009,MAR,Both,35 - 44,5608,4999,4080,6168
2009,MAR,Both,45 - 54,1834,1892,1495,2306
2009,MAR,Both,55 - 64,836,914,708,1110
2009,MAR,Both,65+,703,671,405,642
2009,MAR,Both,All,43178,32741,32082,46648
2009,MAR,Females,0 - 14,3949,3138,2666,4064
2009,MAR,Females,15 - 24,6984,4467,4795,7225
2009,MAR,Both,25 - 34,13103,12550,10391,15426
2009,ITA,Males,0 - 14,458,573,458,724
2009,ITA,Females,All,5213,5039,4326,6532
2009,ITA,Females,65+,314,309,192,310
2009,HND,Males,55 - 64,13,14,9,15
2009,HND,Males,65+,4,6,4,7
2009,HND,Males,All,923,1108,897,1398
2009,ITA,Both,0 - 14,924,1083,812,1268
2009,ITA,Both,15 - 24,2108,2048,1605,2472
2009,ITA,Both,25 - 34,4869,4442,3705,5612
2009,ITA,Both,35 - 44,1785,1614,1425,2201
2009,ITA,Both,45 - 54,859,901,681,1068
2009,ITA,Both,55 - 64,651,594,462,731
2009,ITA,Both,65+,566,520,402,638
2009,ITA,Both,All,11763,10993,9433,14030
2009,ITA,Females,0 - 14,465,476,375,596
2009,ITA,Females,15 - 24,954,1001,901,1404
2009,ITA,Females,25 - 34,2129,2026,1497,2309
2009,ITA,Females,35 - 44,649,599,541,853
2009,ITA,Females,45 - 54,350,347,283,453
2009,ITA,Females,55 - 64,350,312,235,377
