Year,Nationality code,Sex,Age group,Immigrant count
2019,UKR,Males,65+,96
2019,UKR,Males,All,3568
2019,GBR,Both,0 - 14,2533
2019,GBR,Both,15 - 24,1864
2019,GBR,Both,25 - 34,3574
2019,GBR,Females,55 - 64,3463
2019,GBR,Both,35 - 44,3263
2019,GBR,Both,55 - 64,7261
2019,GBR,Both,65+,5864
2019,GBR,Both,All,29363
2019,GBR,Females,0 - 14,1226
2019,GBR,Females,15 - 24,1071
2019,GBR,Females,25 - 34,1656
2019,GBR,Females,35 - 44,1454
2019,GBR,Both,45 - 54,5004
2019,USA,Females,15 - 24,1355
2019,USA,Females,25 - 34,1236
2019,USA,Females,35 - 44,546
2019,VEN,Females,15 - 24,5207
2019,VEN,Females,25 - 34,8093
2019,VEN,Females,35 - 44,5187
2019,VEN,Females,45 - 54,3783
2019,VEN,Females,55 - 64,3220
2019,VEN,Females,65+,2777
2019,VEN,Females,All,32688
2019,VEN,Females,0 - 14,4421
2019,VEN,Males,0 - 14,4604
2019,VEN,Males,25 - 34,7067
2019,VEN,Males,35 - 44,4246
2019,VEN,Males,45 - 54,2313
2019,VEN,Males,55 - 64,1398
2019,VEN,Males,65+,1338
2019,VEN,Males,All,25366
2019,MAR,Females,65+,1319
2019,VEN,Males,15 - 24,4400
2019,VEN,Both,All,58054
2019,VEN,Both,65+,4115
2019,VEN,Both,55 - 64,4618
2019,USA,Females,45 - 54,385
2019,USA,Females,55 - 64,307
2019,USA,Females,65+,283
2019,USA,Females,All,4905
2019,USA,Males,0 - 14,897
2019,USA,Males,15 - 24,818
2019,USA,Males,25 - 34,884
2019,USA,Males,35 - 44,521
2019,USA,Males,45 - 54,385
2019,USA,Males,55 - 64,383
2019,USA,Males,65+,321
2019,USA,Males,All,4209
2019,VEN,Both,0 - 14,9025
2019,VEN,Both,15 - 24,9607
2019,VEN,Both,25 - 34,15160
2019,VEN,Both,35 - 44,9433
2019,VEN,Both,45 - 54,6096
2019,UKR,Males,35 - 44,720
2019,UKR,Males,25 - 34,794
2019,UKR,Males,15 - 24,607
2019,UKR,Males,0 - 14,839
2019,SEN,Both,65+,36
2019,SEN,Both,All,7846
2019,SEN,Females,0 - 14,200
2019,SEN,Females,15 - 24,255
2019,SEN,Females,25 - 34,432
2019,SEN,Females,35 - 44,233
2019,SEN,Females,45 - 54,59
2019,SEN,Both,55 - 64,74
2019,SEN,Females,55 - 64,39
2019,SEN,Females,All,1241
2019,SEN,Males,0 - 14,324
2019,SEN,Males,15 - 24,2090
2019,SEN,Males,25 - 34,2859
2019,SEN,Males,35 - 44,1107
2019,SEN,Males,45 - 54,177
2019,SEN,Males,55 - 64,35
2019,SEN,Females,65+,23
2019,SEN,Both,45 - 54,236
2019,SEN,Both,35 - 44,1340
2019,SEN,Both,25 - 34,3291
2019,RUS,Females,15 - 24,672
2019,RUS,Females,25 - 34,1253
2019,RUS,Females,35 - 44,1085
2019,RUS,Females,45 - 54,623
2019,RUS,Females,55 - 64,434
2019,RUS,Females,65+,279
2019,RUS,Females,All,5280
2019,RUS,Males,0 - 14,996
2019,RUS,Males,15 - 24,425
2019,RUS,Males,25 - 34,676
2019,RUS,Males,35 - 44,692
2019,RUS,Males,45 - 54,538
2019,RUS,Males,55 - 64,281
2019,RUS,Males,65+,148
2019,RUS,Males,All,3756
2019,SEN,Both,0 - 14,524
2019,SEN,Both,15 - 24,2345
2019,SEN,Males,65+,13
2019,RUS,Both,All,9036
2019,SEN,Males,All,6605
2019,UKR,Both,0 - 14,1652
2019,UKR,Both,15 - 24,1350
2019,UKR,Both,25 - 34,1853
2019,UKR,Both,35 - 44,1577
2019,UKR,Both,45 - 54,801
2019,UKR,Both,55 - 64,495
2019,UKR,Both,65+,335
2019,UKR,Females,0 - 14,813
2019,UKR,Females,15 - 24,743
2019,UKR,Females,25 - 34,1059
2019,UKR,Females,35 - 44,857
2019,UKR,Females,45 - 54,466
2019,UKR,Females,55 - 64,318
2019,UKR,Females,65+,239
2019,UKR,Both,All,8063
2019,MAR,Females,55 - 64,1437
2019,MAR,Females,45 - 54,2031
2019,DZA,Both,0 - 14,1303
2019,CHN,Both,All,12097
2019,CHN,Females,0 - 14,673
2019,CHN,Females,15 - 24,2384
2019,CHN,Females,25 - 34,1468
2019,CHN,Females,35 - 44,1076
2019,CHN,Females,45 - 54,690
2019,CHN,Females,55 - 64,291
2019,CHN,Both,65+,312
2019,CHN,Females,65+,162
2019,CHN,Males,0 - 14,857
2019,CHN,Males,15 - 24,1672
2019,CHN,Males,25 - 34,1144
2019,CHN,Males,35 - 44,817
2019,CHN,Males,45 - 54,516
2019,CHN,Males,55 - 64,197
2019,CHN,Males,65+,150
2019,CHN,Females,All,6744
2019,CHN,Males,All,5353
2019,CHN,Both,55 - 64,488
2019,CHN,Both,35 - 44,1893
2019,BGR,Females,35 - 44,500
2019,BGR,Females,45 - 54,381
2019,BGR,Females,55 - 64,222
2019,BGR,Females,65+,221
2019,BGR,Females,All,2761
2019,BGR,Males,0 - 14,450
2019,BGR,Males,15 - 24,453
2019,CHN,Both,45 - 54,1206
2019,BGR,Males,25 - 34,548
2019,BGR,Males,45 - 54,459
2019,BGR,Males,55 - 64,216
2019,BGR,Males,65+,102
2019,BGR,Males,All,2839
2019,CHN,Both,0 - 14,1530
2019,CHN,Both,15 - 24,4056
2019,CHN,Both,25 - 34,2612
2019,BGR,Males,35 - 44,611
2019,COL,Both,0 - 14,11017
2019,COL,Both,15 - 24,14550
2019,COL,Both,25 - 34,22429
2019,CUB,Both,0 - 14,1525
2019,CUB,Both,15 - 24,1978
2019,CUB,Both,25 - 34,4642
2019,CUB,Both,35 - 44,2205
2019,CUB,Both,45 - 54,2093
2019,CUB,Both,55 - 64,1038
2019,CUB,Both,65+,681
2019,COL,Males,All,34219
2019,CUB,Both,All,14162
2019,CUB,Females,15 - 24,1095
2019,CUB,Females,25 - 34,2174
2019,CUB,Females,35 - 44,1078
2019,CUB,Females,45 - 54,1140
2019,CUB,Females,55 - 64,611
2019,CUB,Females,65+,432
2019,CUB,Females,All,7262
2019,CUB,Females,0 - 14,732
2019,COL,Males,65+,515
2019,COL,Males,55 - 64,1059
2019,COL,Males,45 - 54,3212
2019,COL,Both,35 - 44,14805
2019,COL,Both,45 - 54,8632
2019,COL,Both,55 - 64,3557
2019,COL,Both,65+,1826
2019,COL,Both,All,76816
2019,COL,Females,0 - 14,5335
2019,COL,Females,15 - 24,7637
2019,COL,Females,25 - 34,12036
2019,COL,Females,35 - 44,8360
2019,COL,Females,45 - 54,5420
2019,COL,Females,55 - 64,2498
2019,COL,Females,65+,1311
2019,COL,Females,All,42597
2019,COL,Males,0 - 14,5682
2019,COL,Males,15 - 24,6913
2019,COL,Males,25 - 34,10393
2019,COL,Males,35 - 44,6445
2019,BGR,Females,25 - 34,525
2019,BGR,Females,0 - 14,433
2019,BGR,Both,All,5600
2019,BGR,Both,65+,323
2019,DZA,Males,55 - 64,197
2019,DZA,Males,65+,130
2019,DZA,Males,All,4861
2019,ARG,Both,0 - 14,2623
2019,ARG,Both,15 - 24,2937
2019,ARG,Both,25 - 34,5961
2019,ARG,Both,35 - 44,3391
2019,DZA,Males,45 - 54,398
2019,ARG,Both,45 - 54,1507
2019,ARG,Both,65+,790
2019,ARG,Both,All,17947
2019,ARG,Females,0 - 14,1335
2019,ARG,Females,15 - 24,1488
2019,ARG,Females,25 - 34,3077
2019,ARG,Females,35 - 44,1653
2019,ARG,Females,45 - 54,789
2019,ARG,Both,55 - 64,738
2019,DZA,Males,35 - 44,887
2019,DZA,Males,25 - 34,1562
2019,DZA,Males,15 - 24,979
2019,MAR,Females,35 - 44,5079
2019,DZA,Both,15 - 24,1312
2019,DZA,Both,25 - 34,2222
2019,DZA,Both,35 - 44,1331
2019,DZA,Both,45 - 54,644
2019,DZA,Both,55 - 64,344
2019,DZA,Both,65+,246
2019,DZA,Both,All,7402
2019,DZA,Females,0 - 14,595
2019,DZA,Females,15 - 24,333
2019,DZA,Females,25 - 34,660
2019,DZA,Females,35 - 44,444
2019,DZA,Females,45 - 54,246
2019,DZA,Females,55 - 64,147
2019,DZA,Females,65+,116
2019,DZA,Females,All,2541
2019,DZA,Males,0 - 14,708
2019,ARG,Females,55 - 64,416
2019,CUB,Males,0 - 14,793
2019,ARG,Females,65+,501
2019,ARG,Males,0 - 14,1288
2019,BRA,Females,65+,286
2019,BRA,Females,All,9411
2019,BRA,Males,0 - 14,1216
2019,BRA,Males,15 - 24,1454
2019,BRA,Males,25 - 34,2247
2019,BRA,Males,35 - 44,1442
2019,BRA,Males,45 - 54,497
2019,BRA,Females,55 - 64,469
2019,BRA,Males,55 - 64,174
2019,BRA,Males,All,7134
2019,BGR,Both,0 - 14,883
2019,BGR,Both,15 - 24,932
2019,BGR,Both,25 - 34,1073
2019,BGR,Both,35 - 44,1111
2019,BGR,Both,45 - 54,840
2019,BGR,Both,55 - 64,438
2019,BRA,Males,65+,104
2019,BRA,Females,45 - 54,899
2019,BRA,Females,35 - 44,1948
2019,BRA,Females,25 - 34,2743
2019,ARG,Males,15 - 24,1449
2019,ARG,Males,25 - 34,2884
2019,ARG,Males,35 - 44,1738
2019,ARG,Males,45 - 54,718
2019,ARG,Males,55 - 64,322
2019,ARG,Males,65+,289
2019,ARG,Males,All,8688
2019,BRA,Both,0 - 14,2527
2019,BRA,Both,15 - 24,3209
2019,BRA,Both,25 - 34,4990
2019,BRA,Both,35 - 44,3390
2019,BRA,Both,45 - 54,1396
2019,BRA,Both,55 - 64,643
2019,BRA,Both,65+,390
2019,BRA,Both,All,16545
2019,BRA,Females,0 - 14,1311
2019,BRA,Females,15 - 24,1755
2019,ARG,Females,All,9259
2019,CUB,Males,15 - 24,883
2019,BGR,Females,15 - 24,479
2019,CUB,Males,35 - 44,1127
2019,HND,Both,25 - 34,9617
2019,HND,Both,35 - 44,4560
2019,HND,Both,45 - 54,1764
2019,HND,Both,55 - 64,583
2019,HND,Both,65+,267
2019,HND,Both,All,29080
2019,HND,Females,0 - 14,2086
2019,HND,Both,15 - 24,8187
2019,HND,Females,15 - 24,5471
2019,HND,Females,35 - 44,3329
2019,HND,Females,45 - 54,1386
2019,HND,Females,55 - 64,444
2019,HND,Females,65+,184
2019,HND,Females,All,19308
2019,HND,Males,0 - 14,2016
2019,HND,Males,15 - 24,2716
2019,HND,Females,25 - 34,6408
2019,HND,Both,0 - 14,4102
2019,DEU,Males,All,4778
2019,DEU,Males,65+,704
2019,DEU,Both,55 - 64,1311
2019,DEU,Both,65+,1229
2019,DEU,Both,All,9428
2019,DEU,Females,0 - 14,500
2019,DEU,Females,15 - 24,844
2019,DEU,Females,25 - 34,1033
2019,DEU,Females,35 - 44,588
2019,DEU,Females,45 - 54,571
2019,DEU,Females,55 - 64,589
2019,DEU,Females,65+,525
2019,DEU,Females,All,4650
2019,DEU,Males,0 - 14,504
2019,DEU,Males,15 - 24,535
2019,DEU,Males,25 - 34,963
2019,DEU,Males,35 - 44,669
2019,DEU,Males,45 - 54,681
2019,DEU,Males,55 - 64,722
2019,HND,Males,25 - 34,3209
2019,DEU,Both,45 - 54,1252
2019,HND,Males,35 - 44,1231
2019,HND,Males,55 - 64,139
2019,ITA,Males,35 - 44,2984
2019,ITA,Males,45 - 54,1770
2019,ITA,Males,55 - 64,1092
2019,ITA,Males,65+,838
2019,ITA,Males,All,17741
2019,MAR,Both,0 - 14,12581
2019,MAR,Both,15 - 24,18276
2019,ITA,Males,25 - 34,6444
2019,MAR,Both,25 - 34,21370
2019,MAR,Both,45 - 54,4289
2019,MAR,Both,55 - 64,2456
2019,MAR,Both,65+,2152
2019,MAR,Both,All,72866
2019,MAR,Females,0 - 14,5482
2019,MAR,Females,15 - 24,5431
2019,CUB,Males,25 - 34,2468
2019,MAR,Both,35 - 44,11742
2019,ITA,Males,15 - 24,2882
2019,ITA,Males,0 - 14,1731
2019,ITA,Females,All,15621
2019,HND,Males,65+,83
2019,HND,Males,All,9772
2019,ITA,Both,0 - 14,3436
2019,ITA,Both,15 - 24,5764
2019,ITA,Both,25 - 34,11893
2019,ITA,Both,35 - 44,5253
2019,ITA,Both,45 - 54,3130
2019,ITA,Both,55 - 64,2140
2019,ITA,Both,65+,1746
2019,ITA,Both,All,33362
2019,ITA,Females,0 - 14,1705
2019,ITA,Females,15 - 24,2882
2019,ITA,Females,25 - 34,5449
2019,ITA,Females,35 - 44,2269
2019,ITA,Females,45 - 54,1360
2019,ITA,Females,55 - 64,1048
2019,ITA,Females,65+,908
2019,HND,Males,45 - 54,378
2019,DEU,Both,35 - 44,1257
2019,MAR,Females,25 - 34,8047
2019,DOM,Males,0 - 14,656
2019,DEU,Both,25 - 34,1996
2019,DOM,Males,15 - 24,1098
2019,DOM,Males,25 - 34,1136
2019,DOM,Males,35 - 44,701
2019,DOM,Males,45 - 54,332
2019,DOM,Males,55 - 64,94
2019,DOM,Males,65+,47
2019,DOM,Females,All,4593
2019,DOM,Males,All,4064
2019,ECU,Both,15 - 24,2617
2019,ECU,Both,35 - 44,1746
2019,ECU,Both,45 - 54,984
2019,ECU,Both,55 - 64,468
2019,ECU,Both,65+,425
2019,ECU,Both,All,10654
2019,ECU,Females,0 - 14,537
2019,ECU,Both,0 - 14,1068
2019,ECU,Females,15 - 24,1314
2019,DOM,Females,65+,94
2019,DOM,Females,45 - 54,365
2019,CUB,Males,45 - 54,953
2019,CUB,Males,55 - 64,427
2019,CUB,Males,65+,249
2019,CUB,Males,All,6900
2019,DOM,Both,0 - 14,1377
2019,DOM,Both,15 - 24,2304
2019,DOM,Both,25 - 34,2393
2019,DOM,Females,55 - 64,159
2019,DOM,Both,35 - 44,1492
2019,DOM,Both,55 - 64,253
2019,DOM,Both,65+,141
2019,DOM,Both,All,8657
2019,DOM,Females,0 - 14,721
2019,DOM,Females,15 - 24,1206
2019,DOM,Females,25 - 34,1257
2019,DOM,Females,35 - 44,791
2019,DOM,Both,45 - 54,697
2019,ECU,Females,25 - 34,1687
2019,ECU,Both,25 - 34,3346
2019,ECU,Females,45 - 54,501
2019,FRA,Females,15 - 24,1450
2019,FRA,Females,25 - 34,1446
2019,FRA,Females,35 - 44,697
2019,FRA,Females,45 - 54,488
2019,FRA,Females,55 - 64,523
2019,FRA,Females,65+,568
2019,ECU,Females,35 - 44,852
2019,FRA,Males,0 - 14,813
2019,FRA,Males,15 - 24,937
2019,FRA,Males,25 - 34,1568
2019,FRA,Males,35 - 44,904
2019,FRA,Males,45 - 54,679
2019,FRA,Males,55 - 64,606
2019,FRA,Males,65+,649
2019,FRA,Males,All,6156
2019,DEU,Both,0 - 14,1004
2019,DEU,Both,15 - 24,1379
2019,FRA,Females,0 - 14,797
2019,FRA,Both,All,12125
2019,FRA,Females,All,5969
2019,FRA,Both,55 - 64,1129
2019,FRA,Both,65+,1217
2019,ECU,Females,65+,274
2019,ECU,Females,All,5434
2019,ECU,Males,0 - 14,531
2019,ECU,Males,15 - 24,1303
2019,ECU,Males,25 - 34,1659
2019,ECU,Males,35 - 44,894
2019,ECU,Males,45 - 54,483
2019,ECU,Females,55 - 64,269
2019,ECU,Males,65+,151
2019,ECU,Males,All,5220
2019,FRA,Both,0 - 14,1610
2019,FRA,Both,15 - 24,2387
2019,FRA,Both,25 - 34,3014
2019,FRA,Both,35 - 44,1601
2019,FRA,Both,45 - 54,1167
2019,ECU,Males,55 - 64,199
2020,PER,Males,45 - 54,879
2020,PER,Males,55 - 64,307
2020,PER,Males,65+,242
2020,PER,Males,All,7925
2020,PRT,Both,0 - 14,559
2020,PRT,Both,15 - 24,897
2020,PRT,Both,25 - 34,1509
2020,PRT,Both,35 - 44,1152
2020,PRT,Females,0 - 14,259
2020,PRT,Both,55 - 64,445
2020,PRT,Both,65+,289
2020,PRT,Both,All,5613
2020,PRT,Females,15 - 24,408
2020,PRT,Females,25 - 34,612
2020,PRT,Females,35 - 44,405
2020,PRT,Females,45 - 54,261
2020,PRT,Both,45 - 54,762
2020,PER,Males,35 - 44,1576
2020,VEN,Males,All,13617
2020,PER,Males,15 - 24,1442
2020,PER,Both,0 - 14,2848
2020,PER,Both,15 - 24,3052
2020,PER,Both,25 - 34,4554
2020,PER,Both,35 - 44,3665
2020,PER,Both,45 - 54,2391
2020,PER,Both,55 - 64,942
2020,PER,Both,65+,665
2020,PER,Both,All,18117
2020,PER,Females,0 - 14,1408
2020,PER,Females,15 - 24,1610
2020,PER,Females,25 - 34,2515
2020,PER,Females,35 - 44,2089
2020,PER,Females,45 - 54,1512
2020,PER,Females,55 - 64,635
2020,PER,Females,65+,423
2020,PER,Females,All,10192
2020,PER,Males,0 - 14,1440
2020,PER,Males,25 - 34,2039
2020,PRT,Females,55 - 64,180
2020,RUS,Both,45 - 54,613
2020,PRT,Females,All,2266
2020,ROU,Females,55 - 64,586
2020,ROU,Females,65+,436
2020,ROU,Females,All,7372
2020,ROU,Males,0 - 14,1197
2020,ROU,Males,15 - 24,1776
2020,ROU,Males,25 - 34,2171
2020,ROU,Males,35 - 44,1552
2020,ROU,Females,45 - 54,901
2020,ROU,Males,45 - 54,1070
2020,ROU,Males,65+,192
2020,ROU,Males,All,8365
2020,RUS,Both,0 - 14,856
2020,RUS,Both,15 - 24,602
2020,RUS,Both,25 - 34,1077
2020,RUS,Both,35 - 44,982
2020,PRY,Males,All,2496
2020,ROU,Males,55 - 64,407
2020,ROU,Females,35 - 44,1197
2020,ROU,Females,25 - 34,1585
2020,ROU,Females,15 - 24,1561
2020,PRT,Males,0 - 14,300
2020,PRT,Males,15 - 24,489
2020,PRT,Males,25 - 34,897
2020,PRT,Males,35 - 44,747
2020,PRT,Males,45 - 54,501
2020,PRT,Males,55 - 64,265
2020,PRT,Males,65+,148
2020,PRT,Males,All,3347
2020,ROU,Both,0 - 14,2303
2020,ROU,Both,15 - 24,3337
2020,ROU,Both,25 - 34,3756
2020,ROU,Both,35 - 44,2749
2020,ROU,Both,45 - 54,1971
2020,ROU,Both,55 - 64,993
2020,ROU,Both,65+,628
2020,ROU,Both,All,15737
2020,ROU,Females,0 - 14,1106
2020,PRT,Females,65+,141
2020,PRY,Males,65+,31
2020,PAK,Both,65+,38
2020,PRY,Males,45 - 54,130
2020,NIC,Females,25 - 34,2237
2020,NIC,Females,35 - 44,1311
2020,NIC,Females,45 - 54,526
2020,NIC,Females,55 - 64,122
2020,NIC,Females,65+,23
2020,NIC,Females,All,6043
2020,NIC,Males,0 - 14,425
2020,NIC,Females,15 - 24,1423
2020,NIC,Males,15 - 24,685
2020,NIC,Males,35 - 44,558
2020,NIC,Males,45 - 54,143
2020,NIC,Males,55 - 64,32
2020,NIC,Males,65+,6
2020,NIC,Males,All,3195
2020,PAK,Both,0 - 14,1240
2020,PAK,Both,15 - 24,2151
2020,NIC,Males,25 - 34,1346
2020,PAK,Both,25 - 34,2438
2020,NIC,Females,0 - 14,401
2020,NIC,Both,65+,29
2020,MAR,Females,65+,602
2020,MAR,Females,All,18923
2020,MAR,Males,0 - 14,5172
2020,MAR,Males,15 - 24,7334
2020,MAR,Males,25 - 34,7544
2020,MAR,Males,35 - 44,3820
2020,MAR,Males,45 - 54,1312
2020,NIC,Both,All,9238
2020,MAR,Males,55 - 64,470
2020,MAR,Males,All,26017
2020,NIC,Both,0 - 14,826
2020,NIC,Both,15 - 24,2108
2020,NIC,Both,25 - 34,3583
2020,NIC,Both,35 - 44,1869
2020,NIC,Both,45 - 54,669
2020,NIC,Both,55 - 64,154
2020,MAR,Males,65+,365
2020,PAK,Both,35 - 44,1088
2020,PAK,Both,45 - 54,356
2020,PAK,Both,55 - 64,75
2020,PRY,Both,45 - 54,486
2020,PRY,Both,55 - 64,250
2020,PRY,Both,65+,98
2020,PRY,Both,All,6475
2020,PRY,Females,0 - 14,350
2020,PRY,Females,15 - 24,1104
2020,PRY,Females,25 - 34,1264
2020,PRY,Both,35 - 44,1007
2020,PRY,Females,35 - 44,642
2020,PRY,Females,55 - 64,196
2020,PRY,Females,65+,67
2020,PRY,Females,All,3979
2020,PRY,Males,0 - 14,302
2020,PRY,Males,15 - 24,735
2020,PRY,Males,25 - 34,879
2020,PRY,Males,35 - 44,365
2020,PRY,Females,45 - 54,356
2020,PRY,Both,25 - 34,2143
2020,PRY,Both,15 - 24,1839
2020,PRY,Both,0 - 14,652
2020,PAK,Both,All,7386
2020,PAK,Females,0 - 14,532
2020,PAK,Females,15 - 24,413
2020,PAK,Females,25 - 34,559
2020,PAK,Females,35 - 44,396
2020,PAK,Females,45 - 54,151
2020,PAK,Females,55 - 64,36
2020,PAK,Females,65+,23
2020,PAK,Females,All,2110
2020,PAK,Males,0 - 14,708
2020,PAK,Males,15 - 24,1738
2020,PAK,Males,25 - 34,1879
2020,PAK,Males,35 - 44,692
2020,PAK,Males,45 - 54,205
2020,PAK,Males,55 - 64,39
2020,PAK,Males,65+,15
2020,PAK,Males,All,5276
2020,PRY,Males,55 - 64,54
2020,RUS,Both,55 - 64,340
2020,MAR,Females,55 - 64,738
2020,RUS,Both,All,4690
2020,GBR,Females,65+,2638
2020,GBR,Females,All,13580
2020,GBR,Males,0 - 14,1089
2020,GBR,Males,15 - 24,794
2020,GBR,Males,25 - 34,1894
2020,GBR,Males,35 - 44,1740
2020,GBR,Males,45 - 54,2550
2020,GBR,Females,55 - 64,3723
2020,GBR,Males,55 - 64,4183
2020,GBR,Males,All,15938
2020,USA,Both,0 - 14,811
2020,USA,Both,15 - 24,1370
2020,USA,Both,25 - 34,1354
2020,USA,Both,35 - 44,685
2020,USA,Both,45 - 54,537
2020,USA,Both,55 - 64,474
2020,GBR,Males,65+,3688
2020,USA,Both,65+,311
2020,GBR,Females,45 - 54,2276
2020,GBR,Females,25 - 34,1513
2020,UKR,Males,25 - 34,391
2020,UKR,Males,35 - 44,415
2020,UKR,Males,45 - 54,202
2020,UKR,Males,55 - 64,112
2020,UKR,Males,65+,49
2020,UKR,Males,All,1793
2020,GBR,Both,0 - 14,2160
2020,GBR,Females,35 - 44,1349
2020,GBR,Both,15 - 24,1804
2020,GBR,Both,35 - 44,3089
2020,GBR,Both,45 - 54,4826
2020,GBR,Both,55 - 64,7906
2020,GBR,Both,65+,6326
2020,GBR,Both,All,29518
2020,GBR,Females,0 - 14,1071
2020,GBR,Females,15 - 24,1010
2020,GBR,Both,25 - 34,3407
2020,USA,Both,All,5542
2020,USA,Females,0 - 14,396
2020,USA,Females,15 - 24,934
2020,VEN,Both,All,29667
2020,VEN,Females,0 - 14,2037
2020,VEN,Females,15 - 24,2700
2020,VEN,Females,25 - 34,4441
2020,VEN,Females,35 - 44,2498
2020,VEN,Females,45 - 54,1683
2020,VEN,Females,55 - 64,1545
2020,VEN,Both,65+,1685
2020,VEN,Females,65+,1146
2020,VEN,Males,0 - 14,1932
2020,VEN,Males,15 - 24,2485
2020,VEN,Males,25 - 34,4531
2020,VEN,Males,35 - 44,2394
2020,VEN,Males,45 - 54,1075
2020,VEN,Males,55 - 64,661
2020,VEN,Males,65+,539
2020,VEN,Females,All,16050
2020,VEN,Both,55 - 64,2206
2020,VEN,Both,45 - 54,2758
2020,VEN,Both,35 - 44,4892
2020,USA,Females,25 - 34,818
2020,USA,Females,35 - 44,336
2020,USA,Females,45 - 54,270
2020,USA,Females,55 - 64,198
2020,USA,Females,65+,147
2020,USA,Females,All,3099
2020,USA,Males,0 - 14,415
2020,USA,Males,15 - 24,436
2020,USA,Males,25 - 34,536
2020,USA,Males,35 - 44,349
2020,USA,Males,45 - 54,267
2020,USA,Males,55 - 64,276
2020,USA,Males,65+,164
2020,USA,Males,All,2443
2020,VEN,Both,0 - 14,3969
2020,VEN,Both,15 - 24,5185
2020,VEN,Both,25 - 34,8972
2020,UKR,Males,15 - 24,277
2020,UKR,Males,0 - 14,347
2020,UKR,Females,All,2438
2020,UKR,Females,65+,142
2020,SEN,Both,55 - 64,38
2020,SEN,Both,65+,21
2020,SEN,Both,All,5078
2020,SEN,Females,0 - 14,166
2020,SEN,Females,15 - 24,221
2020,SEN,Females,25 - 34,304
2020,SEN,Females,35 - 44,203
2020,SEN,Both,45 - 54,163
2020,SEN,Females,45 - 54,39
2020,SEN,Females,65+,12
2020,SEN,Females,All,957
2020,SEN,Males,0 - 14,290
2020,SEN,Males,15 - 24,1299
2020,SEN,Males,25 - 34,1694
2020,SEN,Males,35 - 44,679
2020,SEN,Males,45 - 54,124
2020,SEN,Females,55 - 64,12
2020,SEN,Both,35 - 44,882
2020,SEN,Both,25 - 34,1998
2020,SEN,Both,15 - 24,1520
2020,RUS,Females,0 - 14,403
2020,RUS,Females,15 - 24,371
2020,RUS,Females,25 - 34,745
2020,RUS,Females,35 - 44,602
2020,RUS,Females,45 - 54,330
2020,RUS,Females,55 - 64,207
2020,RUS,Females,65+,147
2020,RUS,Females,All,2805
2020,RUS,Males,0 - 14,453
2020,RUS,Males,15 - 24,231
2020,RUS,Males,25 - 34,332
2020,RUS,Males,35 - 44,380
2020,RUS,Males,45 - 54,283
2020,RUS,Males,55 - 64,133
2020,RUS,Males,65+,73
2020,RUS,Males,All,1885
2020,SEN,Both,0 - 14,456
2020,SEN,Males,55 - 64,26
2020,RUS,Both,65+,220
2020,SEN,Males,65+,9
2020,UKR,Both,0 - 14,730
2020,UKR,Both,15 - 24,687
2020,UKR,Both,25 - 34,933
2020,UKR,Both,35 - 44,885
2020,UKR,Both,45 - 54,489
2020,UKR,Both,55 - 64,316
2020,UKR,Both,All,4231
2020,UKR,Females,0 - 14,383
2020,UKR,Females,15 - 24,410
2020,UKR,Females,25 - 34,542
2020,UKR,Females,35 - 44,470
2020,UKR,Females,45 - 54,287
2020,UKR,Females,55 - 64,204
2020,UKR,Both,65+,191
2020,SEN,Males,All,4121
2020,MAR,Females,45 - 54,1239
2020,CUB,Males,25 - 34,1171
2020,MAR,Females,25 - 34,5212
2020,CHN,Both,55 - 64,263
2020,CHN,Both,65+,174
2020,CHN,Both,All,5064
2020,CHN,Females,0 - 14,254
2020,CHN,Females,15 - 24,935
2020,CHN,Females,25 - 34,720
2020,CHN,Females,35 - 44,407
2020,CHN,Both,45 - 54,458
2020,CHN,Females,45 - 54,248
2020,CHN,Females,65+,97
2020,CHN,Females,All,2818
2020,CHN,Males,0 - 14,387
2020,CHN,Males,15 - 24,679
2020,CHN,Males,25 - 34,463
2020,CHN,Males,35 - 44,324
2020,CHN,Males,45 - 54,210
2020,CHN,Females,55 - 64,157
2020,CHN,Males,55 - 64,106
2020,CHN,Both,35 - 44,731
2020,CHN,Both,15 - 24,1614
2020,BGR,Females,15 - 24,306
2020,BGR,Females,25 - 34,267
2020,BGR,Females,35 - 44,271
2020,BGR,Females,45 - 54,201
2020,BGR,Females,55 - 64,139
2020,BGR,Females,65+,153
2020,BGR,Females,All,1555
2020,CHN,Both,25 - 34,1183
2020,BGR,Males,0 - 14,249
2020,BGR,Males,25 - 34,345
2020,BGR,Males,35 - 44,393
2020,BGR,Males,45 - 54,314
2020,BGR,Males,55 - 64,148
2020,BGR,Males,65+,63
2020,BGR,Males,All,1802
2020,CHN,Both,0 - 14,641
2020,BGR,Males,15 - 24,290
2020,CHN,Males,65+,77
2020,CHN,Males,All,2246
2020,COL,Both,0 - 14,7391
2020,COL,Males,65+,296
2020,COL,Males,All,23264
2020,CUB,Both,0 - 14,632
2020,CUB,Both,15 - 24,883
2020,CUB,Both,25 - 34,2232
2020,CUB,Both,35 - 44,998
2020,CUB,Both,45 - 54,879
2020,COL,Males,55 - 64,746
2020,CUB,Both,55 - 64,489
2020,CUB,Both,All,6429
2020,CUB,Females,0 - 14,329
2020,CUB,Females,15 - 24,491
2020,CUB,Females,25 - 34,1061
2020,CUB,Females,35 - 44,479
2020,CUB,Females,45 - 54,476
2020,CUB,Females,55 - 64,296
