País de nacimiento;Nacionalidad;Edad;Sexo;Periodo;Total
Total;Italia;De 35 a 44 años;Hombre;2021;4.535
Total;Italia;De 35 a 44 años;Mujer;2022;3.877
Total;Italia;De 35 a 44 años;Mujer;2021;3.033
Total;Italia;De 45 a 54 años;Ambos Sexos;2022;5.572
Total;Italia;De 45 a 54 años;Ambos Sexos;2021;4.607
Total;Italia;De 45 a 54 años;Hombre;2022;3.285
Total;Italia;De 45 a 54 años;Hombre;2021;2.687
Total;Italia;De 45 a 54 años;Mujer;2022;2.287
Total;Italia;De 45 a 54 años;Mujer;2021;1.920
Total;Italia;De 55 a 64 años;Ambos Sexos;2022;3.570
Total;Italia;De 55 a 64 años;Ambos Sexos;2021;3.330
Total;Italia;De 55 a 64 años;Hombre;2022;1.870
Total;Italia;De 55 a 64 años;Hombre;2021;1.715
Total;Italia;De 55 a 64 años;Mujer;2022;1.700
Total;Italia;De 55 a 64 años;Mujer;2021;1.615
Total;Italia;De 65 y más años;Ambos Sexos;2022;2.971
Total;Italia;De 65 y más años;Ambos Sexos;2021;3.143
Total;Italia;De 65 y más años;Hombre;2022;1.420
Total;Italia;De 65 y más años;Hombre;2021;1.449
Total;Italia;De 65 y más años;Mujer;2022;1.551
Total;Italia;De 65 y más años;Mujer;2021;1.694
Total;Países Bajos;Total;Ambos Sexos;2022;8.662
Total;Países Bajos;Total;Ambos Sexos;2021;8.935
Total;Países Bajos;Total;Hombre;2022;4.577
Total;Países Bajos;Total;Hombre;2021;4.839
Total;Países Bajos;Total;Mujer;2022;4.085
Total;Países Bajos;Total;Mujer;2021;4.096
Total;Países Bajos;De 0 a 15 años;Ambos Sexos;2022;1.074
Total;Países Bajos;De 0 a 15 años;Ambos Sexos;2021;691
Total;Países Bajos;De 0 a 15 años;Hombre;2022;550
Total;Países Bajos;De 0 a 15 años;Hombre;2021;372
Total;Países Bajos;De 0 a 15 años;Mujer;2022;524
Total;Países Bajos;De 0 a 15 años;Mujer;2021;319
Total;Países Bajos;De 16 a 24 años;Ambos Sexos;2022;796
Total;Países Bajos;De 16 a 24 años;Ambos Sexos;2021;820
Total;Países Bajos;De 16 a 24 años;Hombre;2022;367
Total;Países Bajos;De 16 a 24 años;Hombre;2021;385
Total;Países Bajos;De 16 a 24 años;Mujer;2022;429
Total;Países Bajos;De 16 a 24 años;Mujer;2021;435
Total;Países Bajos;De 25 a 34 años;Ambos Sexos;2022;1.293
Total;Países Bajos;De 25 a 34 años;Ambos Sexos;2021;1.120
Total;Países Bajos;De 25 a 34 años;Hombre;2022;632
Total;Países Bajos;De 25 a 34 años;Hombre;2021;593
Total;Países Bajos;De 25 a 34 años;Mujer;2022;661
Total;Países Bajos;De 25 a 34 años;Mujer;2021;527
Total;Países Bajos;De 35 a 44 años;Ambos Sexos;2022;1.175
Total;Países Bajos;De 35 a 44 años;Ambos Sexos;2021;893
Total;Países Bajos;De 35 a 44 años;Hombre;2022;627
Total;Países Bajos;De 35 a 44 años;Hombre;2021;488
Total;Países Bajos;De 35 a 44 años;Mujer;2022;548
Total;Países Bajos;De 35 a 44 años;Mujer;2021;405
Total;Países Bajos;De 45 a 54 años;Ambos Sexos;2022;1.309
Total;Países Bajos;De 45 a 54 años;Ambos Sexos;2021;1.332
Total;Países Bajos;De 45 a 54 años;Hombre;2022;697
Total;Países Bajos;De 45 a 54 años;Hombre;2021;778
Total;Países Bajos;De 45 a 54 años;Mujer;2022;612
Total;Países Bajos;De 45 a 54 años;Mujer;2021;554
Total;Países Bajos;De 55 a 64 años;Ambos Sexos;2022;1.688
Total;Países Bajos;De 55 a 64 años;Ambos Sexos;2021;1.782
Total;Países Bajos;De 55 a 64 años;Hombre;2022;914
Total;Países Bajos;De 55 a 64 años;Hombre;2021;938
Total;Países Bajos;De 55 a 64 años;Mujer;2022;774
Total;Países Bajos;De 55 a 64 años;Mujer;2021;844
Total;Países Bajos;De 65 y más años;Ambos Sexos;2022;1.327
Total;Países Bajos;De 65 y más años;Ambos Sexos;2021;2.297
Total;Países Bajos;De 65 y más años;Hombre;2022;790
Total;Países Bajos;De 65 y más años;Hombre;2021;1.285
Total;Países Bajos;De 65 y más años;Mujer;2022;537
Total;Países Bajos;De 65 y más años;Mujer;2021;1.012
Total;Polonia;Total;Ambos Sexos;2022;7.027
Total;Polonia;Total;Ambos Sexos;2021;5.901
Total;Polonia;Total;Hombre;2022;3.162
Total;Polonia;Total;Hombre;2021;2.622
Total;Polonia;Total;Mujer;2022;3.865
Total;Polonia;Total;Mujer;2021;3.279
Total;Polonia;De 0 a 15 años;Ambos Sexos;2022;931
Total;Polonia;De 0 a 15 años;Ambos Sexos;2021;673
Total;Polonia;De 0 a 15 años;Hombre;2022;486
Total;Polonia;De 0 a 15 años;Hombre;2021;360
Total;Polonia;De 0 a 15 años;Mujer;2022;445
Total;Polonia;De 0 a 15 años;Mujer;2021;313
Total;Polonia;De 16 a 24 años;Ambos Sexos;2022;662
Total;Polonia;De 16 a 24 años;Ambos Sexos;2021;614
Total;Polonia;De 16 a 24 años;Hombre;2022;287
Total;Polonia;De 16 a 24 años;Hombre;2021;243
Total;Polonia;De 16 a 24 años;Mujer;2022;375
Total;Polonia;De 16 a 24 años;Mujer;2021;371
Total;Polonia;De 25 a 34 años;Ambos Sexos;2022;1.670
Total;Polonia;De 25 a 34 años;Ambos Sexos;2021;1.432
Total;Polonia;De 25 a 34 años;Hombre;2022;619
Total;Polonia;De 25 a 34 años;Hombre;2021;522
Total;Polonia;De 25 a 34 años;Mujer;2022;1.051
Total;Polonia;De 25 a 34 años;Mujer;2021;910
Total;Polonia;De 35 a 44 años;Ambos Sexos;2022;1.848
Total;Polonia;De 35 a 44 años;Ambos Sexos;2021;1.566
Total;Polonia;De 35 a 44 años;Hombre;2022;803
Total;Polonia;De 35 a 44 años;Hombre;2021;701
Total;Polonia;De 35 a 44 años;Mujer;2022;1.045
Total;Polonia;De 35 a 44 años;Mujer;2021;865
Total;Polonia;De 45 a 54 años;Ambos Sexos;2022;1.099
Total;Polonia;De 45 a 54 años;Ambos Sexos;2021;829
Total;Polonia;De 45 a 54 años;Hombre;2022;555
Total;Polonia;De 45 a 54 años;Hombre;2021;423
Total;Polonia;De 45 a 54 años;Mujer;2022;544
Total;Polonia;De 45 a 54 años;Mujer;2021;406
Total;Polonia;De 55 a 64 años;Ambos Sexos;2022;513
Total;Polonia;De 55 a 64 años;Ambos Sexos;2021;469
Total;Polonia;De 55 a 64 años;Hombre;2022;278
Total;Polonia;De 55 a 64 años;Hombre;2021;224
Total;Polonia;De 55 a 64 años;Mujer;2022;235
Total;Polonia;De 55 a 64 años;Mujer;2021;245
Total;Polonia;De 65 y más años;Ambos Sexos;2022;304
Total;Polonia;De 65 y más años;Ambos Sexos;2021;318
Total;Polonia;De 65 y más años;Hombre;2022;134
Total;Polonia;De 65 y más años;Hombre;2021;149
Total;Polonia;De 65 y más años;Mujer;2022;170
Total;Polonia;De 65 y más años;Mujer;2021;169
Total;Portugal;Total;Ambos Sexos;2022;11.001
Total;Portugal;Total;Ambos Sexos;2021;11.009
Total;Portugal;Total;Hombre;2022;6.332
Total;Portugal;Total;Hombre;2021;6.333
Total;Portugal;Total;Mujer;2022;4.669
Total;Portugal;Total;Mujer;2021;4.676
Total;Portugal;De 0 a 15 años;Ambos Sexos;2022;1.139
Total;Portugal;De 0 a 15 años;Ambos Sexos;2021;1.042
Total;Portugal;De 0 a 15 años;Hombre;2022;596
Total;Portugal;De 0 a 15 años;Hombre;2021;513
Total;Portugal;De 0 a 15 años;Mujer;2022;543
Total;Portugal;De 0 a 15 años;Mujer;2021;529
Total;Portugal;De 16 a 24 años;Ambos Sexos;2022;1.595
Total;Portugal;De 16 a 24 años;Ambos Sexos;2021;1.522
Total;Portugal;De 16 a 24 años;Hombre;2022;817
Total;Portugal;De 16 a 24 años;Hombre;2021;770
Total;Portugal;De 16 a 24 años;Mujer;2022;778
Total;Portugal;De 16 a 24 años;Mujer;2021;752
Total;Portugal;De 25 a 34 años;Ambos Sexos;2022;2.595
Total;Portugal;De 25 a 34 años;Ambos Sexos;2021;2.626
Total;Portugal;De 25 a 34 años;Hombre;2022;1.450
Total;Portugal;De 25 a 34 años;Hombre;2021;1.444
Total;Portugal;De 25 a 34 años;Mujer;2022;1.145
Total;Portugal;De 25 a 34 años;Mujer;2021;1.182
Total;Portugal;De 35 a 44 años;Ambos Sexos;2022;2.207
Total;Portugal;De 35 a 44 años;Ambos Sexos;2021;2.184
Total;Portugal;De 35 a 44 años;Hombre;2022;1.393
Total;Portugal;De 35 a 44 años;Hombre;2021;1.420
Total;Portugal;De 35 a 44 años;Mujer;2022;814
Total;Portugal;De 35 a 44 años;Mujer;2021;764
Total;Portugal;De 45 a 54 años;Ambos Sexos;2022;1.747
Total;Portugal;De 45 a 54 años;Ambos Sexos;2021;1.820
Total;Portugal;De 45 a 54 años;Hombre;2022;1.128
Total;Portugal;De 45 a 54 años;Hombre;2021;1.173
Total;Portugal;De 45 a 54 años;Mujer;2022;619
Total;Portugal;De 45 a 54 años;Mujer;2021;647
Total;Portugal;De 55 a 64 años;Ambos Sexos;2022;1.109
Total;Portugal;De 55 a 64 años;Ambos Sexos;2021;1.098
Total;Portugal;De 55 a 64 años;Hombre;2022;664
Total;Portugal;De 55 a 64 años;Hombre;2021;660
Total;Portugal;De 55 a 64 años;Mujer;2022;445
Total;Portugal;De 55 a 64 años;Mujer;2021;438
Total;Portugal;De 65 y más años;Ambos Sexos;2022;609
Total;Portugal;De 65 y más años;Ambos Sexos;2021;717
Total;Portugal;De 65 y más años;Hombre;2022;284
Total;Portugal;De 65 y más años;Hombre;2021;353
Total;Portugal;De 65 y más años;Mujer;2022;325
Total;Portugal;De 65 y más años;Mujer;2021;364
Total;Alemania;Total;Ambos Sexos;2022;17.110
Total;Alemania;Total;Ambos Sexos;2021;19.985
Total;Alemania;Total;Hombre;2022;8.555
Total;Alemania;Total;Hombre;2021;9.878
Total;Alemania;Total;Mujer;2022;8.555
Total;Alemania;Total;Mujer;2021;10.107
Total;Alemania;De 0 a 15 años;Ambos Sexos;2022;2.035
Total;Alemania;De 0 a 15 años;Ambos Sexos;2021;1.623
Total;Alemania;De 0 a 15 años;Hombre;2022;1.024
Total;Alemania;De 0 a 15 años;Hombre;2021;860
Total;Alemania;De 0 a 15 años;Mujer;2022;1.011
Total;Alemania;De 0 a 15 años;Mujer;2021;763
Total;Alemania;De 16 a 24 años;Ambos Sexos;2022;1.938
Total;Alemania;De 16 a 24 años;Ambos Sexos;2021;1.931
Total;Alemania;De 16 a 24 años;Hombre;2022;774
Total;Alemania;De 16 a 24 años;Hombre;2021;711
Total;Alemania;De 16 a 24 años;Mujer;2022;1.164
Total;Alemania;De 16 a 24 años;Mujer;2021;1.220
Total;Alemania;De 25 a 34 años;Ambos Sexos;2022;2.910
Total;Alemania;De 25 a 34 años;Ambos Sexos;2021;2.682
Total;Alemania;De 25 a 34 años;Hombre;2022;1.382
Total;Alemania;De 25 a 34 años;Hombre;2021;1.282
Total;Alemania;De 25 a 34 años;Mujer;2022;1.528
Total;Alemania;De 25 a 34 años;Mujer;2021;1.400
Total;Alemania;De 35 a 44 años;Ambos Sexos;2022;2.509
Total;Alemania;De 35 a 44 años;Ambos Sexos;2021;2.135
Total;Alemania;De 35 a 44 años;Hombre;2022;1.233
Total;Alemania;De 35 a 44 años;Hombre;2021;1.070
Total;Alemania;De 35 a 44 años;Mujer;2022;1.276
Total;Alemania;De 35 a 44 años;Mujer;2021;1.065
Total;Alemania;De 45 a 54 años;Ambos Sexos;2022;2.255
Total;Alemania;De 45 a 54 años;Ambos Sexos;2021;2.460
Total;Alemania;De 45 a 54 años;Hombre;2022;1.149
Total;Alemania;De 45 a 54 años;Hombre;2021;1.273
Total;Alemania;De 45 a 54 años;Mujer;2022;1.106
Total;Alemania;De 45 a 54 años;Mujer;2021;1.187
Total;Alemania;De 55 a 64 años;Ambos Sexos;2022;2.766
Total;Alemania;De 55 a 64 años;Ambos Sexos;2021;3.370
Total;Alemania;De 55 a 64 años;Hombre;2022;1.514
Total;Alemania;De 55 a 64 años;Hombre;2021;1.744
Total;Alemania;De 55 a 64 años;Mujer;2022;1.252
Total;Alemania;De 55 a 64 años;Mujer;2021;1.626
Total;Alemania;De 65 y más años;Ambos Sexos;2022;2.697
Total;Alemania;De 65 y más años;Ambos Sexos;2021;5.784
Total;Alemania;De 65 y más años;Hombre;2022;1.479
Total;Alemania;De 65 y más años;Hombre;2021;2.938
Total;Alemania;De 65 y más años;Mujer;2022;1.218
Total;Alemania;De 65 y más años;Mujer;2021;2.846
Total;Rumanía;Total;Ambos Sexos;2022;48.011
Total;Rumanía;Total;Ambos Sexos;2021;47.480
Total;Rumanía;Total;Hombre;2022;24.575
Total;Rumanía;Total;Hombre;2021;24.530
Total;Rumanía;Total;Mujer;2022;23.436
Total;Rumanía;Total;Mujer;2021;22.950
Total;Rumanía;De 0 a 15 años;Ambos Sexos;2022;5.535
Total;Rumanía;De 0 a 15 años;Ambos Sexos;2021;5.093
Total;Rumanía;De 0 a 15 años;Hombre;2022;2.851
Total;Rumanía;De 0 a 15 años;Hombre;2021;2.595
Total;Rumanía;De 0 a 15 años;Mujer;2022;2.684
Total;Rumanía;De 0 a 15 años;Mujer;2021;2.498
Total;Rumanía;De 16 a 24 años;Ambos Sexos;2022;6.868
Total;Rumanía;De 16 a 24 años;Ambos Sexos;2021;7.765
Total;Rumanía;De 16 a 24 años;Hombre;2022;3.765
Total;Rumanía;De 16 a 24 años;Hombre;2021;4.240
Total;Rumanía;De 16 a 24 años;Mujer;2022;3.103
Total;Rumanía;De 16 a 24 años;Mujer;2021;3.525
Total;Rumanía;De 25 a 34 años;Ambos Sexos;2022;9.567
Total;Rumanía;De 25 a 34 años;Ambos Sexos;2021;9.925
Total;Rumanía;De 25 a 34 años;Hombre;2022;5.076
Total;Rumanía;De 25 a 34 años;Hombre;2021;5.374
Total;Rumanía;De 25 a 34 años;Mujer;2022;4.491
Total;Rumanía;De 25 a 34 años;Mujer;2021;4.551
Total;Rumanía;De 35 a 44 años;Ambos Sexos;2022;11.114
Total;Rumanía;De 35 a 44 años;Ambos Sexos;2021;10.660
Total;Rumanía;De 35 a 44 años;Hombre;2022;5.719
Total;Rumanía;De 35 a 44 años;Hombre;2021;5.694
Total;Rumanía;De 35 a 44 años;Mujer;2022;5.395
Total;Rumanía;De 35 a 44 años;Mujer;2021;4.966
Total;Rumanía;De 45 a 54 años;Ambos Sexos;2022;9.065
Total;Rumanía;De 45 a 54 años;Ambos Sexos;2021;8.601
Total;Rumanía;De 45 a 54 años;Hombre;2022;4.716
Total;Rumanía;De 45 a 54 años;Hombre;2021;4.441
Total;Rumanía;De 45 a 54 años;Mujer;2022;4.349
Total;Rumanía;De 45 a 54 años;Mujer;2021;4.160
Total;Rumanía;De 55 a 64 años;Ambos Sexos;2022;3.854
Total;Rumanía;De 55 a 64 años;Ambos Sexos;2021;3.676
Total;Rumanía;De 55 a 64 años;Hombre;2022;1.707
Total;Rumanía;De 55 a 64 años;Hombre;2021;1.574
Total;Rumanía;De 55 a 64 años;Mujer;2022;2.147
Total;Rumanía;De 55 a 64 años;Mujer;2021;2.102
Total;Rumanía;De 65 y más años;Ambos Sexos;2022;2.008
Total;Rumanía;De 65 y más años;Ambos Sexos;2021;1.760
Total;Rumanía;De 65 y más años;Hombre;2022;741
Total;Rumanía;De 65 y más años;Hombre;2021;612
Total;Rumanía;De 65 y más años;Mujer;2022;1.267
Total;Rumanía;De 65 y más años;Mujer;2021;1.148
Total;Suecia;Total;Ambos Sexos;2022;4.106
Total;Suecia;Total;Ambos Sexos;2021;4.539
Total;Suecia;Total;Hombre;2022;2.062
Total;Suecia;Total;Hombre;2021;2.262
Total;Suecia;Total;Mujer;2022;2.044
Total;Suecia;Total;Mujer;2021;2.277
Total;Suecia;De 0 a 15 años;Ambos Sexos;2022;632
Total;Suecia;De 0 a 15 años;Ambos Sexos;2021;516
Total;Suecia;De 0 a 15 años;Hombre;2022;315
Total;Suecia;De 0 a 15 años;Hombre;2021;258
Total;Suecia;De 0 a 15 años;Mujer;2022;317
Total;Suecia;De 0 a 15 años;Mujer;2021;258
Total;Suecia;De 16 a 24 años;Ambos Sexos;2022;328
Total;Suecia;De 16 a 24 años;Ambos Sexos;2021;345
Total;Suecia;De 16 a 24 años;Hombre;2022;128
Total;Suecia;De 16 a 24 años;Hombre;2021;153
Total;Suecia;De 16 a 24 años;Mujer;2022;200
Total;Suecia;De 16 a 24 años;Mujer;2021;192
Total;Suecia;De 25 a 34 años;Ambos Sexos;2022;597
Total;Suecia;De 25 a 34 años;Ambos Sexos;2021;640
Total;Suecia;De 25 a 34 años;Hombre;2022;272
Total;Suecia;De 25 a 34 años;Hombre;2021;281
Total;Suecia;De 25 a 34 años;Mujer;2022;325
Total;Suecia;De 25 a 34 años;Mujer;2021;359
Total;Suecia;De 35 a 44 años;Ambos Sexos;2022;632
Total;Suecia;De 35 a 44 años;Ambos Sexos;2021;588
Total;Suecia;De 35 a 44 años;Hombre;2022;324
Total;Suecia;De 35 a 44 años;Hombre;2021;289
Total;Suecia;De 35 a 44 años;Mujer;2022;308
Total;Suecia;De 35 a 44 años;Mujer;2021;299
Total;Suecia;De 45 a 54 años;Ambos Sexos;2022;557
Total;Suecia;De 45 a 54 años;Ambos Sexos;2021;595
Total;Suecia;De 45 a 54 años;Hombre;2022;273
Total;Suecia;De 45 a 54 años;Hombre;2021;320
Total;Suecia;De 45 a 54 años;Mujer;2022;284
Total;Suecia;De 45 a 54 años;Mujer;2021;275
Total;Suecia;De 55 a 64 años;Ambos Sexos;2022;593
Total;Suecia;De 55 a 64 años;Ambos Sexos;2021;749
Total;Suecia;De 55 a 64 años;Hombre;2022;320
Total;Suecia;De 55 a 64 años;Hombre;2021;373
Total;Suecia;De 55 a 64 años;Mujer;2022;273
Total;Suecia;De 55 a 64 años;Mujer;2021;376
Total;Suecia;De 65 y más años;Ambos Sexos;2022;767
Total;Suecia;De 65 y más años;Ambos Sexos;2021;1.106
Total;Suecia;De 65 y más años;Hombre;2022;430
Total;Suecia;De 65 y más años;Hombre;2021;588
Total;Suecia;De 65 y más años;Mujer;2022;337
Total;Suecia;De 65 y más años;Mujer;2021;518
Total;Lituania;Total;Ambos Sexos;2022;2.169
Total;Lituania;Total;Ambos Sexos;2021;1.722
Total;Lituania;Total;Hombre;2022;979
Total;Lituania;Total;Hombre;2021;797
Total;Lituania;Total;Mujer;2022;1.190
Total;Lituania;Total;Mujer;2021;925
Total;Lituania;De 0 a 15 años;Ambos Sexos;2022;352
Total;Lituania;De 0 a 15 años;Ambos Sexos;2021;235
Total;Lituania;De 0 a 15 años;Hombre;2022;161
Total;Lituania;De 0 a 15 años;Hombre;2021;120
Total;Lituania;De 0 a 15 años;Mujer;2022;191
Total;Lituania;De 0 a 15 años;Mujer;2021;115
Total;Lituania;De 16 a 24 años;Ambos Sexos;2022;213
Total;Lituania;De 16 a 24 años;Ambos Sexos;2021;162
Total;Lituania;De 16 a 24 años;Hombre;2022;85
Total;Lituania;De 16 a 24 años;Hombre;2021;76
Total;Lituania;De 16 a 24 años;Mujer;2022;128
Total;Lituania;De 16 a 24 años;Mujer;2021;86
Total;Lituania;De 25 a 34 años;Ambos Sexos;2022;447
Total;Lituania;De 25 a 34 años;Ambos Sexos;2021;416
Total;Lituania;De 25 a 34 años;Hombre;2022;174
Total;Lituania;De 25 a 34 años;Hombre;2021;166
Total;Lituania;De 25 a 34 años;Mujer;2022;273
Total;Lituania;De 25 a 34 años;Mujer;2021;250
Total;Lituania;De 35 a 44 años;Ambos Sexos;2022;568
Total;Lituania;De 35 a 44 años;Ambos Sexos;2021;414
Total;Lituania;De 35 a 44 años;Hombre;2022;272
Total;Lituania;De 35 a 44 años;Hombre;2021;200
Total;Lituania;De 35 a 44 años;Mujer;2022;296
Total;Lituania;De 35 a 44 años;Mujer;2021;214
Total;Lituania;De 45 a 54 años;Ambos Sexos;2022;329
Total;Lituania;De 45 a 54 años;Ambos Sexos;2021;279
Total;Lituania;De 45 a 54 años;Hombre;2022;177
Total;Lituania;De 45 a 54 años;Hombre;2021;147
Total;Lituania;De 45 a 54 años;Mujer;2022;152
Total;Lituania;De 45 a 54 años;Mujer;2021;132
Total;Lituania;De 55 a 64 años;Ambos Sexos;2022;153
Total;Lituania;De 55 a 64 años;Ambos Sexos;2021;138
Total;Lituania;De 55 a 64 años;Hombre;2022;69
Total;Lituania;De 55 a 64 años;Hombre;2021;66
Total;Lituania;De 55 a 64 años;Mujer;2022;84
Total;Lituania;De 55 a 64 años;Mujer;2021;72
Total;Lituania;De 65 y más años;Ambos Sexos;2022;107
Total;Lituania;De 65 y más años;Ambos Sexos;2021;78
Total;Lituania;De 65 y más años;Hombre;2022;41
Total;Lituania;De 65 y más años;Hombre;2021;22
Total;Lituania;De 65 y más años;Mujer;2022;66
Total;Lituania;De 65 y más años;Mujer;2021;56
Total;Otro país de la Unión Europea sin España;Total;Ambos Sexos;2022;10.365
Total;Otro país de la Unión Europea sin España;Total;Ambos Sexos;2021;8.708
Total;Otro país de la Unión Europea sin España;Total;Hombre;2022;4.778
Total;Otro país de la Unión Europea sin España;Total;Hombre;2021;4.003
Total;Otro país de la Unión Europea sin España;Total;Mujer;2022;5.587
Total;Otro país de la Unión Europea sin España;Total;Mujer;2021;4.705
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Ambos Sexos;2022;1.448
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Ambos Sexos;2021;1.004
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Hombre;2022;713
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Hombre;2021;518
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Mujer;2022;735
Total;Otro país de la Unión Europea sin España;De 0 a 15 años;Mujer;2021;486
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Ambos Sexos;2022;1.246
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Ambos Sexos;2021;1.004
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Hombre;2022;469
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Hombre;2021;381
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Mujer;2022;777
Total;Otro país de la Unión Europea sin España;De 16 a 24 años;Mujer;2021;623
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Ambos Sexos;2022;2.774
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Ambos Sexos;2021;2.362
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Hombre;2022;1.200
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Hombre;2021;959
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Mujer;2022;1.574
Total;Otro país de la Unión Europea sin España;De 25 a 34 años;Mujer;2021;1.403
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Ambos Sexos;2022;2.352
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Ambos Sexos;2021;1.912
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Hombre;2022;1.070
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Hombre;2021;886
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Mujer;2022;1.282
Total;Otro país de la Unión Europea sin España;De 35 a 44 años;Mujer;2021;1.026
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Ambos Sexos;2022;1.368
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Ambos Sexos;2021;1.158
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Hombre;2022;722
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Hombre;2021;623
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Mujer;2022;646
Total;Otro país de la Unión Europea sin España;De 45 a 54 años;Mujer;2021;535
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Ambos Sexos;2022;701
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Ambos Sexos;2021;666
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Hombre;2022;360
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Hombre;2021;356
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Mujer;2022;341
Total;Otro país de la Unión Europea sin España;De 55 a 64 años;Mujer;2021;310
Total;Otro país de la Unión Europea sin España;De 65 y más años;Ambos Sexos;2022;476
Total;Otro país de la Unión Europea sin España;De 65 y más años;Ambos Sexos;2021;602
Total;Otro país de la Unión Europea sin España;De 65 y más años;Hombre;2022;244
Total;Otro país de la Unión Europea sin España;De 65 y más años;Hombre;2021;280
Total;Otro país de la Unión Europea sin España;De 65 y más años;Mujer;2022;232
Total;Otro país de la Unión Europea sin España;De 65 y más años;Mujer;2021;322
Total;Europa menos UE27_2020;Total;Ambos Sexos;2022;149.165
Total;Europa menos UE27_2020;Total;Ambos Sexos;2021;73.228
Total;Europa menos UE27_2020;Total;Hombre;2022;60.413
